order_id,order_date,customer_id,customer_name,region,category,subcategory,segment,sales_channel,payment_method,quantity,unit_price,discount,sales,cost,profit
ORD-10175,2025-08-13,CUST-1071,Customer 118,West,Office Supplies,Binder,Home Office,Retail Store,Net Banking,8,4876.16,0.15,33157.89,24607.89,8550.0
ORD-10176,2025-10-10,CUST-1131,Customer 20,East,Office Supplies,Binder,Corporate,Online,Credit Card,9,1279.57,0.0,11516.13,9716.09,1800.04
ORD-10177,2025-05-01,CUST-1010,Customer 131,Central,Clothing,Shoes,Corporate,Partner,Cash,5,32134.38,0.05,152638.3,111585.91,41052.39
ORD-10178,2025-04-26,CUST-1098,Customer 90,East,Electronics,Laptop,Home Office,Online,Debit Card,2,30393.99,0.2,48630.38,31966.9,16663.48
ORD-10179,2025-08-21,CUST-1089,Customer 94,South,Furniture,Desk,Consumer,Retail Store,Net Banking,8,27380.2,0.15,186185.36,138586.19,47599.17
ORD-10180,2025-09-16,CUST-1035,Customer 13,East,Electronics,Headphones,Corporate,Partner,Debit Card,6,11674.16,0.0,70044.96,41107.72,28937.24
ORD-10181,2025-12-25,CUST-1002,Customer 66,North,Electronics,Mobile,Corporate,Retail Store,Cash,8,19606.21,0.0,156849.68,128083.09,28766.59
ORD-10182,2025-07-17,CUST-1124,Customer 37,West,Electronics,Mobile,Corporate,Partner,Net Banking,5,29764.37,0.05,141380.76,99097.34,42283.42
ORD-10183,2025-05-17,CUST-1024,Customer 66,West,Food,Packaged Food,Home Office,Partner,Net Banking,10,24888.67,0.2,199109.36,136351.07,62758.29
ORD-10184,2025-11-14,CUST-1074,Customer 36,North,Office Supplies,Pen,Corporate,Retail Store,Debit Card,2,49390.5,0.1,88902.9,64522.12,24380.78
ORD-10185,2025-06-14,CUST-1022,Customer 26,South,Electronics,Headphones,Corporate,Retail Store,Debit Card,6,6908.34,0.05,39377.54,29038.38,10339.16
ORD-10186,2025-08-13,CUST-1039,Customer 75,North,Office Supplies,Pen,Corporate,Partner,Credit Card,5,34787.71,0.0,173938.55,99411.58,74526.97
ORD-10187,2025-11-03,CUST-1020,Customer 108,East,Clothing,Jacket,Corporate,Partner,Cash,5,20275.51,0.1,91239.8,68866.45,22373.35
ORD-10188,2025-08-22,CUST-1041,Customer 43,North,Furniture,Chair,Consumer,Retail Store,Credit Card,1,21467.16,0.15,18247.09,11360.26,6886.83
ORD-10189,2025-06-21,CUST-1148,Customer 150,North,Clothing,Shoes,Home Office,Online,Net Banking,2,35908.13,0.05,68225.45,52136.92,16088.53
ORD-10190,2025-06-01,CUST-1108,Customer 148,South,Clothing,Jacket,Home Office,Retail Store,Debit Card,8,34652.56,0.15,235637.41,187746.57,47890.84
ORD-10191,2025-11-11,CUST-1147,Customer 8,East,Food,Packaged Food,Consumer,Partner,Net Banking,3,49563.67,0.2,118952.81,94113.98,24838.83
ORD-10192,2025-06-09,CUST-1084,Customer 29,Central,Furniture,Cabinet,Consumer,Retail Store,Net Banking,10,6506.88,0.0,65068.8,46573.01,18495.79
ORD-10193,2025-04-06,CUST-1111,Customer 40,Central,Clothing,Jacket,Home Office,Online,UPI,3,5295.07,0.1,14296.69,10094.19,4202.5
ORD-10194,2025-08-21,CUST-1066,Customer 128,West,Clothing,Jacket,Corporate,Retail Store,UPI,8,36244.51,0.0,289956.08,171904.17,118051.91
ORD-10195,2025-06-29,CUST-1053,Customer 84,North,Furniture,Desk,Corporate,Partner,Net Banking,8,28961.51,0.15,196938.27,154124.65,42813.62
ORD-10196,2025-04-23,CUST-1034,Customer 116,West,Furniture,Cabinet,Home Office,Retail Store,Debit Card,2,13780.62,0.1,24805.12,15662.52,9142.6
ORD-10197,2025-11-14,CUST-1150,Customer 144,South,Clothing,Shirt,Corporate,Partner,Net Banking,8,4063.03,0.1,29253.82,20448.67,8805.15
ORD-10198,2025-02-21,CUST-1067,Customer 62,Central,Furniture,Table,Consumer,Partner,UPI,1,4374.35,0.15,3718.2,2362.11,1356.09
ORD-10199,2025-09-25,CUST-1134,Customer 7,North,Clothing,Shoes,Corporate,Retail Store,Debit Card,6,44720.12,0.05,254904.68,150431.62,104473.06
ORD-10200,2025-10-22,CUST-1027,Customer 45,South,Clothing,Jeans,Corporate,Partner,Net Banking,8,9674.18,0.2,61914.75,45746.78,16167.97
ORD-10201,2025-04-23,CUST-1010,Customer 88,South,Food,Snacks,Corporate,Partner,Cash,3,16236.24,0.1,43837.85,24825.36,19012.49
ORD-10202,2025-04-11,CUST-1073,Customer 73,North,Electronics,Monitor,Home Office,Online,Cash,8,11410.15,0.0,91281.2,70705.83,20575.37
ORD-10203,2025-04-23,CUST-1096,Customer 37,South,Clothing,Shirt,Consumer,Online,Net Banking,1,17814.32,0.1,16032.89,10345.64,5687.25
ORD-10204,2025-03-22,CUST-1048,Customer 119,North,Office Supplies,Paper,Corporate,Online,Debit Card,9,3564.25,0.15,27266.51,14997.68,12268.83
ORD-10205,2025-07-06,CUST-1070,Customer 57,North,Electronics,Laptop,Home Office,Online,Net Banking,9,26001.08,0.05,222309.23,156358.69,65950.54
ORD-10206,2025-04-23,CUST-1100,Customer 8,East,Electronics,Headphones,Corporate,Partner,Net Banking,5,3473.87,0.15,14763.95,8327.69,6436.26
ORD-10207,2025-01-02,CUST-1059,Customer 95,West,Electronics,Headphones,Consumer,Retail Store,UPI,10,40037.79,0.2,320302.32,202703.6,117598.72
ORD-10208,2025-05-10,CUST-1002,Customer 117,South,Food,Beverages,Corporate,Partner,Cash,4,11762.23,0.0,47048.92,35855.65,11193.27
ORD-10209,2025-08-08,CUST-1065,Customer 110,South,Clothing,Jeans,Consumer,Partner,UPI,6,27046.59,0.2,129823.63,73844.57,55979.06
ORD-10210,2025-02-23,CUST-1083,Customer 20,East,Food,Dairy,Corporate,Partner,UPI,7,44015.95,0.0,308111.65,247044.4,61067.25
ORD-10211,2025-12-09,CUST-1010,Customer 124,East,Clothing,Jeans,Consumer,Retail Store,Net Banking,5,32578.78,0.0,162893.9,89778.32,73115.58
ORD-10212,2025-08-12,CUST-1053,,East,Food,Snacks,Corporate,Online,UPI,10,26694.59,0.0,266945.9,166586.83,100359.07
ORD-10213,2025-08-13,CUST-1079,Customer 119,Central,Food,Snacks,Consumer,Partner,Cash,9,16284.25,0.15,124574.51,96205.31,28369.2
ORD-10214,2025-05-06,CUST-1059,Customer 12,Central,Office Supplies,Binder,Corporate,Partner,UPI,3,16716.8,0.1,45135.36,29106.94,16028.42
ORD-10215,2025-05-10,CUST-1150,Customer 17,Central,Food,Snacks,Corporate,Online,Cash,7,33507.4,0.0,234551.8,136173.2,98378.6
ORD-10216,2025-02-22,CUST-1048,Customer 64,North,Furniture,Cabinet,Home Office,Partner,UPI,10,49707.55,0.05,472221.72,310755.03,161466.69
ORD-10217,2025-06-21,CUST-1149,Customer 42,South,Office Supplies,Paper,Home Office,Retail Store,Cash,10,33125.78,0.1,298132.02,188156.48,109975.54
ORD-10218,2025-08-06,CUST-1123,Customer 94,West,Food,Snacks,Consumer,Partner,UPI,5,27933.39,0.0,139666.95,112126.52,27540.43
ORD-10219,2025-06-09,CUST-1022,Customer 147,North,Electronics,Monitor,Corporate,Partner,UPI,7,36559.46,0.15,217528.79,140089.49,77439.3
ORD-10220,2025-07-17,CUST-1100,Customer 11,South,Furniture,Desk,Consumer,Online,Debit Card,2,23313.76,0.15,39633.39,31178.79,8454.6
ORD-10221,2025-09-04,CUST-1098,Customer 98,South,Furniture,Desk,Home Office,Partner,Cash,4,3101.1,0.1,11163.96,9127.23,2036.73
ORD-10222,2025-11-20,CUST-1025,Customer 71,East,Furniture,Cabinet,Consumer,Partner,Cash,2,28158.61,0.2,45053.78,30643.11,14410.67
ORD-10223,2025-07-22,CUST-1028,Customer 108,East,Office Supplies,Binder,Consumer,Retail Store,Cash,7,47885.5,0.05,318438.58,262069.52,56369.06
ORD-10224,2025-07-03,CUST-1113,Customer 58,North,Food,Snacks,Home Office,Online,Credit Card,2,8847.62,0.2,14156.19,9388.32,4767.87
ORD-10225,2025-05-03,CUST-1045,Customer 34,East,Food,Dairy,Corporate,Online,UPI,1,34531.24,0.1,31078.12,26081.49,4996.63
ORD-10226,2025-09-12,CUST-1068,Customer 20,South,Electronics,Laptop,Consumer,Retail Store,Cash,9,10126.59,0.1,82025.38,47311.16,34714.22
ORD-10227,2025-10-21,CUST-1007,Customer 50,East,Electronics,Headphones,Home Office,Partner,Credit Card,1,26837.8,0.0,26837.8,20292.22,6545.58
ORD-10228,2025-10-07,CUST-1049,Customer 102,Central,Furniture,Chair,Corporate,Online,Debit Card,8,4924.15,0.15,33484.22,23376.81,10107.41
ORD-10229,2025-11-21,CUST-1137,Customer 138,East,Electronics,Monitor,Home Office,Online,Cash,2,22573.51,0.05,42889.67,28577.16,14312.51
ORD-10230,2025-04-08,CUST-1083,Customer 52,South,Office Supplies,Paper,Consumer,Partner,Cash,8,37832.55,0.0,302660.4,223912.27,78748.13
ORD-10231,2025-07-17,CUST-1129,Customer 15,North,Food,Beverages,Corporate,Partner,Credit Card,3,17443.82,0.0,52331.46,39832.46,12499.0
ORD-10232,2025-08-28,CUST-1138,Customer 84,West,Furniture,Table,Corporate,Online,UPI,6,33279.1,0.1,179707.14,99074.16,80632.98
ORD-10233,2025-05-24,CUST-1073,Customer 131,East,Electronics,Headphones,Home Office,Partner,Debit Card,3,39792.95,0.1,107440.96,64473.81,42967.15
ORD-10234,2025-04-07,CUST-1046,Customer 37,South,Office Supplies,Binder,Home Office,Online,Cash,7,46366.17,0.1,292106.87,223144.47,68962.4
ORD-10235,2025-07-20,CUST-1106,Customer 126,West,Office Supplies,Printer Ink,Home Office,Partner,UPI,10,11808.64,0.15,100373.44,75271.61,25101.83
ORD-10236,2025-05-04,CUST-1032,Customer 40,West,Electronics,Headphones,Corporate,Partner,Debit Card,9,20025.86,0.0,180232.74,151362.02,28870.72
ORD-10237,2025-07-06,CUST-1006,Customer 72,Central,Food,Beverages,Corporate,Retail Store,Net Banking,2,7705.56,0.1,13870.01,10795.19,3074.82
ORD-10238,2025-11-22,CUST-1145,Customer 40,West,Electronics,Monitor,Consumer,Partner,Net Banking,5,49624.93,0.0,248124.65,207241.6,40883.05
ORD-10239,2025-12-15,CUST-1074,Customer 56,South,Furniture,Desk,Corporate,Retail Store,Debit Card,6,46357.35,0.15,236422.48,179861.27,56561.21
ORD-10240,2025-09-16,CUST-1114,Customer 104,South,Electronics,Laptop,Consumer,Partner,Credit Card,4,27043.86,0.15,91949.12,58793.71,33155.41
ORD-10241,2025-05-28,CUST-1027,Customer 139,East,Office Supplies,Paper,Home Office,Online,Debit Card,4,42117.46,0.1,151622.86,88185.29,63437.57
ORD-10242,2025-09-09,CUST-1054,Customer 110,East,Electronics,Laptop,Home Office,Online,Debit Card,4,26095.8,0.1,93944.88,73704.19,20240.69
ORD-10243,2025-12-12,CUST-1085,Customer 136,East,Food,Snacks,Corporate,Partner,Credit Card,2,31216.93,0.05,59312.17,44083.46,15228.71
ORD-10244,2025-05-27,CUST-1127,Customer 93,West,Clothing,Jeans,Home Office,Partner,Credit Card,4,4547.31,0.05,17279.78,9753.67,7526.11
ORD-10245,2025-05-28,CUST-1111,Customer 94,West,Electronics,Monitor,Home Office,Online,UPI,1,37787.99,0.15,32119.79,21135.31,10984.48
ORD-10246,2025-12-18,CUST-1015,Customer 56,Central,Food,Dairy,Corporate,Partner,UPI,6,6472.9,0.05,36895.53,30883.03,6012.5
ORD-10247,2025-07-18,CUST-1132,Customer 60,East,Food,Packaged Food,Consumer,Retail Store,Credit Card,1,41320.77,0.05,39254.73,27483.04,11771.69
ORD-10248,2025-11-04,CUST-1093,Customer 138,North,Office Supplies,Pen,Corporate,Retail Store,Net Banking,10,39123.2,0.05,371670.4,252668.5,119001.9
ORD-10249,2025-05-08,CUST-1123,Customer 39,Central,Food,Snacks,Consumer,Retail Store,Net Banking,6,35466.36,0.15,180878.44,124319.54,56558.9
ORD-10250,2025-02-08,CUST-1073,Customer 28,North,Food,Beverages,Corporate,Retail Store,Debit Card,1,1904.4,0.05,1809.18,1108.42,700.76
ORD-10251,2025-12-04,CUST-1147,Customer 49,West,Electronics ,Packaged Food,Corporate,Retail Store,Cash,6,15226.1,0.0,91356.6,60351.28,31005.32
ORD-10252,2025-12-26,CUST-1092,Customer 125,north,Food,Packaged Food,Home Office,Partner,Debit Card,10,13229.32,0.1,119063.88,78694.55,40369.33
ORD-10253,2025-05-09,CUST-1017,Customer 13,Central,Furniture,Desk,Corporate,Partner,Debit Card,8,18070.81,0.15,122881.51,69514.87,53366.64
ORD-10254,2025-09-24,CUST-1043,Customer 36,South,Furniture,Desk,Corporate,Retail Store,Cash,2,4473.37,0.0,8946.74,6980.88,1965.86
ORD-10255,2025-05-31,CUST-1121,Customer 101,West,Office Supplies,Pen,Consumer,Partner,Credit Card,2,46854.2,0.0,93708.4,63248.61,30459.79
ORD-10256,2025-10-25,CUST-1041,Customer 26,West,Electronics,Monitor,Home Office,Partner,Net Banking,4,27734.73,0.0,110938.92,88379.93,22558.99
ORD-10257,2025-04-09,CUST-1039,Customer 86,Central,Food,Snacks,Consumer,Retail Store,Debit Card,3,15345.66,0.05,43735.13,35211.35,8523.78
ORD-10258,2025-09-20,CUST-1113,Customer 4,West,Electronics,Mobile,Consumer,Partner,Cash,4,19909.38,0.05,75655.64,46422.17,29233.47
ORD-10259,2025-09-09,CUST-1111,Customer 82,Central,Electronics,Mobile,Home Office,Partner,UPI,7,22415.41,0.1,141217.08,105518.26,35698.82
ORD-10260,2025-05-24,CUST-1047,Customer 127,South,Office Supplies,Pen,Home Office,Partner,Debit Card,1,30069.66,0.1,27062.69,18718.84,8343.85
ORD-10261,2025-12-12,CUST-1063,Customer 88,Central,Food,Packaged Food,Home Office,Retail Store,Net Banking,6,25832.4,0.1,139494.96,113555.46,25939.5
ORD-10262,2025-04-22,CUST-1110,Customer 127,West,Food,Packaged Food,Corporate,Partner,Credit Card,3,45977.66,0.05,131036.33,80550.94,50485.39
ORD-10263,2025-03-01,CUST-1069,Customer 120,West,Clothing,Shoes,Home Office,Online,Debit Card,10,24898.48,0.15,211637.08,159435.52,52201.56
ORD-10264,2025-01-02,CUST-1043,Customer 22,Central,Electronics,Laptop,Home Office,Online,Debit Card,7,49608.68,0.05,329897.72,241592.56,88305.16
ORD-10265,2025-10-31,CUST-1034,Customer 130,Central,Electronics,Monitor,Home Office,Retail Store,Cash,10,42586.11,0.2,340688.88,217560.66,123128.22
ORD-10266,2025-09-11,CUST-1040,Customer 31,Central,Furniture,Chair,Consumer,Online,UPI,2,10504.67,0.1,18908.41,11174.5,7733.91
ORD-10267,2025-05-20,CUST-1061,Customer 119,East,Clothing,Jacket,Consumer,Retail Store,UPI,2,46536.7,0.0,93073.4,69385.47,23687.93
ORD-10268,2025-02-06,CUST-1062,Customer 11,West,Furniture,Table,Corporate,Online,Credit Card,4,5906.68,0.1,21264.05,16406.9,4857.15
ORD-10269,2025-06-09,CUST-1058,Customer 46,West,Furniture,Table,Consumer,Online,Net Banking,1,40890.74,0.05,38846.2,25043.69,13802.51
ORD-10270,2025-01-09,CUST-1075,Customer 96,East,Furniture,Cabinet,Corporate,Online,Credit Card,3,19093.1,0.1,51551.37,38325.85,13225.52
ORD-10271,2025-08-21,CUST-1016,Customer 10,Central,Office Supplies,Pen,Consumer,Retail Store,Debit Card,9,43910.92,0.0,395198.28,264205.57,130992.71
ORD-10272,2025-04-09,CUST-1082,Customer 128,South,Office Supplies,Pen,Home Office,Retail Store,Debit Card,7,43416.03,0.0,303912.21,232177.4,71734.81
ORD-10273,2025-05-27,CUST-1094,Customer 99,Central,Furniture,Table,Consumer,Partner,UPI,7,40315.68,0.15,239878.3,146269.29,93609.01
ORD-10274,2025-10-31,CUST-1048,Customer 112,Central,Clothing,Jeans,Corporate,Retail Store,Net Banking,4,39522.52,0.0,158090.08,129169.79,28920.29
ORD-10275,2025-07-27,CUST-1138,Customer 60,East,Electronics,Mobile,Consumer,Online,Cash,2,15303.49,0.15,26015.93,16551.93,9464.0
ORD-10276,2025-05-11,CUST-1082,Customer 87,West,Clothing,Shoes,Home Office,Online,Net Banking,4,4137.87,0.0,16551.48,10929.53,5621.95
ORD-10277,2025-06-01,CUST-1038,Customer 145,Central,Food,Snacks,Corporate,Retail Store,Debit Card,6,20208.71,0.1,109127.03,61921.69,47205.34
ORD-10278,2025-02-23,CUST-1127,Customer 65,West,Office Supplies,Binder,Home Office,Retail Store,Cash,3,8758.87,0.1,23648.95,13798.07,9850.88
ORD-10279,2025-04-30,CUST-1019,Customer 57,North,Electronics,Headphones,Home Office,Retail Store,Net Banking,1,34778.06,0.1,31300.25,22059.12,9241.13
ORD-10280,2025-06-10,CUST-1063,Customer 106,West,Electronics,Monitor,Corporate,Partner,Net Banking,8,17370.38,0.05,132014.89,83206.05,48808.84
ORD-10281,2025-04-26,CUST-1077,Customer 9,South,Food,Dairy,Home Office,Online,Cash,5,48782.95,0.0,243914.75,195288.9,48625.85
ORD-10282,2025-03-16,CUST-1131,Customer 22,South,Food,Beverages,Home Office,Partner,Debit Card,5,32084.51,0.0,160422.55,88939.55,71483.0
ORD-10283,2025-04-23,CUST-1102,Customer 141,Central,Furniture,Table,Consumer,Partner,Net Banking,4,41141.78,0.05,156338.76,103766.45,52572.31
ORD-10284,2025-04-14,CUST-1065,Customer 89,West,Office Supplies,Paper,Home Office,Online,Cash,6,6712.98,0.1,36250.09,23606.19,12643.9
ORD-10285,2025-12-06,CUST-1120,Customer 18,Central,Office Supplies,Printer Ink,Home Office,Online,Debit Card,3,43114.52,0.2,103474.85,57511.14,45963.71
ORD-10286,2025-09-11,CUST-1091,Customer 115,East,Clothing,Shirt,Home Office,Retail Store,Cash,9,46145.58,0.15,353013.69,207328.65,145685.04
ORD-10287,2025-08-15,CUST-1008,Customer 145,South,Furniture,Chair,Home Office,Retail Store,Cash,5,24404.39,0.15,103718.66,69916.0,33802.66
ORD-10288,2025-04-22,CUST-1073,Customer 143,Central,Furniture,Table,Corporate,Partner,Net Banking,3,30352.02,0.15,77397.65,54012.68,23384.97
ORD-10289,2025-04-09,CUST-1134,Customer 106,East,Furniture,Table,Consumer,Retail Store,Debit Card,1,38264.01,0.1,34437.61,23117.52,11320.09
ORD-10290,2025-06-02,CUST-1107,Customer 15,Central,Furniture,Cabinet,Home Office,Retail Store,Net Banking,10,8824.45,0.0,88244.5,62590.17,25654.33
ORD-10291,2025-12-15,CUST-1089,Customer 63,West,Office Supplies,Binder,Home Office,Online,Credit Card,6,25178.05,0.2,120854.64,88047.38,32807.26
ORD-10292,2025-12-04,CUST-1039,Customer 13,West,Office Supplies,Binder,Corporate,Online,Credit Card,2,19993.29,0.1,35987.92,19900.5,16087.42
ORD-10293,2025-07-13,CUST-1113,Customer 81,West,Furniture,Table,Home Office,Retail Store,Debit Card,3,7404.06,0.1,19990.96,13778.34,6212.62
ORD-10294,2025-11-06,CUST-1028,Customer 32,West,Clothing,Shirt,Corporate,Online,Cash,1,18439.97,0.0,18439.97,15472.05,2967.92
ORD-10295,2025-06-12,CUST-1097,Customer 137,North,Electronics,Monitor,Consumer,Retail Store,Net Banking,9,3501.8,0.05,29940.39,21129.22,8811.17
ORD-10296,2025-07-27,CUST-1037,Customer 40,East,Electronics,Mobile,Consumer,Online,Net Banking,8,1388.01,0.05,10548.88,7946.08,2602.8
ORD-10297,2025-06-18,CUST-1137,Customer 148,East,Clothing,Shirt,Home Office,Online,Debit Card,2,6844.8,0.15,11636.16,7488.56,4147.6
ORD-10298,2025-06-10,CUST-1082,Customer 82,West,Furniture,Table,Home Office,Online,Debit Card,8,48159.44,0.1,346747.97,271225.37,75522.6
ORD-10299,2025-03-09,CUST-1056,Customer 77,North,Office Supplies,Paper,Home Office,Online,Credit Card,9,27521.52,0.05,235309.0,183982.56,51326.44
ORD-10300,2025-10-16,CUST-1085,Customer 76,West,Electronics,Headphones,Corporate,Retail Store,UPI,1,48294.53,0.2,38635.62,27291.77,11343.85
ORD-10301,2025-10-04,CUST-1002,Customer 38,North,Food,Packaged Food,Home Office,Partner,UPI ,5,21681.64,0.0,108408.2,91366.88,17041.32
ORD-10302,2025-10-31,CUST-1058,Customer 71,West,Food,Snacks,Home Office,Online,UPI,8,15659.63,0.05,119013.19,69939.89,49073.3
ORD-10303,2025-05-15,CUST-1107,Customer 48,South,Clothing,Shoes,Consumer,Retail Store,Debit Card,2,25356.48,0.0,50712.96,28149.97,22562.99
ORD-10304,2025-07-14,CUST-1123,Customer 18,South,Furniture,Table,Home Office,Retail Store,Cash,4,22031.63,0.1,79313.87,61947.9,17365.97
ORD-10305,2025-05-08,CUST-1114,Customer 144,Central,Electronics,Monitor,Consumer,Online,Cash,7,5372.67,0.2,30086.95,23833.28,6253.67
ORD-10306,2025-02-02,CUST-1107,Customer 39,West,Furniture,Desk,Home Office,Partner,Credit Card,3,32077.23,0.0,96231.69,56397.75,39833.94
ORD-10307,2025-06-25,CUST-1037,Customer 89,East,Electronics,Headphones,Consumer,Online,Credit Card,5,10880.31,0.15,46241.32,29117.0,17124.32
ORD-10308,2025-01-22,CUST-1079,Customer 62,Central,Clothing,Shoes,Home Office,Retail Store,UPI,8,31017.44,0.0,,137783.37,110356.15
ORD-10309,2025-08-26,CUST-1092,Customer 141,South,Clothing,Shoes,Consumer,Partner,Debit Card,10,32545.03,0.2,260360.24,166107.9,94252.34
ORD-10310,2025-06-07,CUST-1018,Customer 109,West,Food,Beverages,Corporate,Retail Store,Net Banking,3,7686.04,0.15,19599.4,15325.61,4273.79
ORD-10311,2025-02-07,CUST-1098,Customer 81,Central,Furniture,Cabinet,Consumer,Online,Credit Card,4,3161.35,0.15,10748.59,7581.93,3166.66
ORD-10312,2025-08-18,CUST-1063,Customer 134,West,Food,Dairy,Consumer,Partner,Net Banking,9,39060.0,0.0,351540.0,230057.86,121482.14
ORD-10313,2025-12-31,CUST-1150,Customer 77,South,Furniture,Desk,Consumer,Retail Store,Net Banking,7,23044.04,0.2,129046.62,85367.15,43679.47
ORD-10314,2025-02-20,CUST-1139,Customer 90,Central,Food,Packaged Food,Home Office,Retail Store,Debit Card,1,3002.37,0.1,2702.13,1487.27,1214.86
ORD-10315,2025-09-21,CUST-1004,Customer 14,South,Office Supplies,Printer Ink,Home Office,Retail Store,UPI,4,49743.83,0.05,189026.55,120965.68,68060.87
ORD-10316,2025-10-10,CUST-1135,Customer 95,North,Office Supplies,Printer Ink,Home Office,Online,Debit Card,4,2983.25,0.15,10143.05,7545.8,2597.25
ORD-10317,2025-01-27,CUST-1061,Customer 54,South,Office Supplies,Printer Ink,Corporate,Partner,Credit Card,9,34782.26,0.0,313040.34,263660.83,49379.51
ORD-10318,2025-08-14,CUST-1107,Customer 132,West,Office Supplies,Paper,Corporate,Online,Net Banking,6,49185.58,0.15,250846.46,201710.22,49136.24
ORD-10319,2025-10-04,CUST-1054,Customer 39,East,Electronics,Mobile,Consumer,Online,Debit Card,9,12035.09,0.0,108315.81,60340.41,47975.4
ORD-10320,2025-10-13,CUST-1088,Customer 72,South,Office Supplies,Paper,Corporate,Online,Debit Card,6,7198.24,0.1,38870.5,31857.02,7013.48
ORD-10321,2025-04-07,CUST-1068,Customer 25,East,Clothing,Jeans,Consumer,Partner,Debit Card,6,6157.11,0.1,33248.39,26098.64,7149.75
ORD-10322,2025-10-11,CUST-1129,Customer 77,North,Clothing,Jacket,Consumer,Online,Credit Card,5,15233.43,0.0,76167.15,59723.64,16443.51
ORD-10323,2025-11-13,CUST-1055,Customer 120,Central,Electronics,Headphones,Consumer,Online,UPI,5,5142.19,0.0,25710.95,17673.67,8037.28
ORD-10324,2025-10-31,CUST-1003,Customer 53,Central,Office Supplies,Printer Ink,Corporate,Online,Debit Card,2,34638.85,0.0,69277.7,46374.6,22903.1
ORD-10325,2025-05-27,CUST-1121,Customer 131,East,Office Supplies,Pen,Home Office,Online,Credit Card,8,3208.36,0.05,24383.54,15626.79,8756.75
ORD-10326,2025-01-04,CUST-1129,Customer 150,Central,Office Supplies,Binder,Corporate,Retail Store,Net Banking,8,25520.16,0.05,193953.22,110496.79,83456.43
ORD-10327,2025-02-04,CUST-1102,Customer 96,South,Food,Beverages,Consumer,Online,Cash,1,49835.17,0.1,44851.65,27739.43,17112.22
ORD-10328,2025-07-11,CUST-1038,Customer 72,East,Furniture,Table,Consumer,Retail Store,Credit Card,8,40717.12,0.0,325736.96,203253.7,122483.26
ORD-10329,2025-02-18,CUST-1085,Customer 62,West,Food,Snacks,Corporate,Online,Cash,5,30799.45,0.0,153997.25,107062.45,46934.8
ORD-10330,2025-01-17,CUST-1133,Customer 6,South,Furniture,Table,Consumer,Partner,Debit Card,2,15382.06,0.1,27687.71,21436.75,6250.96
ORD-10331,2025-06-21,CUST-1092,Customer 32,South,Office Supplies,Paper,Consumer,Retail Store,Debit Card,2,31232.4,0.0,62464.8,43234.57,19230.23
ORD-10332,2025-08-08,CUST-1021,Customer 99,South,Office Supplies,Binder,Corporate,Retail Store,Credit Card,6,26399.37,0.2,126716.98,71893.3,54823.68
ORD-10333,2025-06-07,CUST-1109,Customer 138,West,Food,Dairy,Corporate,Retail Store,Cash,9,21361.56,0.15,163415.93,136834.19,26581.74
ORD-10334,2025-02-15,CUST-1047,Customer 131,North,Food,Snacks,Corporate,Retail Store,Debit Card,1,6622.45,0.1,5960.2,4963.76,996.44
ORD-10335,2025-01-06,CUST-1084,Customer 76,Central,Furniture,Table,Consumer,Partner,Net Banking,6,44341.55,0.1,239444.37,188097.17,51347.2
ORD-10336,2025-04-09,CUST-1083,Customer 59,East,Clothing,Shoes,Consumer,Online,UPI,9,22544.25,0.15,172463.51,146145.3,26318.21
ORD-10337,2025-08-21,CUST-1035,Customer 31,North,Furniture,Chair,Home Office,Retail Store,UPI,8,9811.66,0.0,78493.28,55992.77,22500.51
ORD-10338,2025-02-06,CUST-1069,Customer 93,East,Food,Dairy,Home Office,Partner,Debit Card,6,18451.19,0.0,110707.14,92864.53,17842.61
ORD-10339,2025-10-07,CUST-1129,Customer 69,Central,Food,Beverages,Corporate,Retail Store,Cash,3,20765.07,0.0,62295.21,35675.32,26619.89
ORD-10340,2025-12-15,CUST-1140,Customer 52,West,Electronics,Mobile,Home Office,Online,Debit Card,8,41394.14,0.15,281480.15,185693.64,95786.51
ORD-10341,2025-10-29,CUST-1027,Customer 89,South,Food,Snacks,Consumer,Retail Store,Cash,9,36707.36,0.0,330366.24,204038.94,126327.3
ORD-10342,2025-06-30,CUST-1056,Customer 127,South,Electronics,Headphones,Home Office,Partner,Net Banking,1,38488.31,0.1,34639.48,21086.78,13552.7
ORD-10343,2025-04-05,CUST-1023,Customer 31,West,Clothing,Shirt,Consumer,Online,Cash,9,650.46,0.2,4683.31,2773.65,1909.66
ORD-10344,2025-04-09,CUST-1021,Customer 84,North,Furniture,Cabinet,Corporate,Partner,Debit Card,6,20866.08,0.15,106417.01,78399.98,28017.03
ORD-10345,2025-07-07,CUST-1061,Customer 127,North,Furniture,Table,Corporate,Online,Net Banking,6,24119.07,0.1,130242.98,102162.15,28080.83
ORD-10346,2025-04-26,CUST-1063,Customer 150,East,Electronics,Mobile,Consumer,Online,Credit Card,4,1057.69,0.0,4230.76,3060.91,1169.85
ORD-10347,2025-07-10,CUST-1122,Customer 132,West,Furniture,Table,Home Office,Online,UPI,1,13064.68,0.15,11104.98,6597.34,4507.64
ORD-10348,2025-09-10,CUST-1052,Customer 13,North,Food,Beverages,Corporate,Retail Store,Debit Card,10,38038.46,0.1,342346.14,271595.9,70750.24
ORD-10349,2025-06-10,CUST-1088,Customer 45,West,Office Supplies,Binder,Corporate,Partner,Debit Card,8,6941.77,0.0,55534.16,41138.95,14395.21
