Order_ID,Order_Date,Region,Category,Product,Units,Unit_Price,Discount,Revenue,Cost,Profit,Sales_Channel
ORD0260,2025-07-16,East,Accessories,USB Hub,10,924.75,0.05,8785.12,6626.92,2158.2,Online
ORD0261,2025-07-17,North,Office Supplies,Notebook,6,613.24,0.2,2943.55,1785.74,1157.81,Retail
ORD0262,2025-07-18,South,Furniture,Chair,8,658.81,0.0,5270.48,4165.2,1105.28,Retail
ORD0263,2025-07-19,North,Furniture,Desk,1,624.09,0.0,624.09,373.54,250.55,Retail
ORD0264,2025-07-19,North,Electronics,Keyboard,10,711.85,0.0,7118.5,5733.69,1384.81,Retail
ORD0265,2025-07-20,East,Office Supplies,Notebook,8,49.83,0.0,398.64,215.03,183.61,Online
ORD0266,2025-07-21,South,Furniture,Chair,7,483.69,0.0,3385.83,2526.81,859.02,Partner
ORD0267,2025-07-22,West,Office Supplies,Pen Set,1,733.33,0.0,733.33,505.44,227.89,Retail
ORD0268,2025-07-22,West,Office Supplies,Stapler,2,723.3,0.05,1374.27,733.57,640.7,Online
ORD0269,2025-07-23,East,Electronics,Monitor,3,954.65,0.15,2434.36,1423.28,1011.08,Retail
ORD0270,2025-07-24,East,Furniture,Bookshelf,1,791.19,0.2,632.95,319.22,313.73,Online
ORD0271,2025-07-25,South,Accessories,USB Hub,9,1190.68,0.0,10716.12,7116.24,3599.88,Online
ORD0272,2025-07-25,West,Electronics,Headphones,8,351.37,0.05,2670.41,1616.78,1053.63,Online
ORD0273,2025-07-26,West,Furniture,Desk,2,440.59,0.05,837.12,593.87,243.25,Partner
ORD0274,2025-07-27,West,Furniture,Desk,9,469.86,0.05,4017.3,2426.58,1590.72,Online
ORD0275,2025-07-28,North,Furniture,Chair,7,566.99,0.15,3373.59,2040.93,1332.66,Online
ORD0276,2025-07-28,West,Furniture,Cabinet,9,1005.66,0.2,7240.75,5503.82,1736.93,Partner
ORD0277,2025-07-29,North,Furniture,Desk,6,294.41,0.15,1501.49,776.05,725.44,Partner
ORD0278,2025-07-30,South,Office Supplies,Stapler,6,934.56,0.1,5046.62,4118.11,928.51,Online
ORD0279,2025-07-31,North,Electronics,Laptop,4,495.29,0.05,1882.1,1502.47,379.63,Partner
ORD0280,2025-08-01,South,Office Supplies,Pen Set,10,728.2,0.1,6553.8,4808.73,1745.07,Retail
ORD0281,2025-08-01,West,Accessories,Mouse,10,764.56,0.0,7645.6,5410.24,2235.36,Retail
ORD0282,2025-08-02,West,Furniture,Cabinet,2,456.83,0.0,913.66,742.17,171.49,Partner
ORD0283,2025-08-03,South,Electronics,Keyboard,7,622.45,0.15,3703.58,2092.02,1611.56,Partner
ORD0284,2025-08-04,East,Furniture,Bookshelf,5,504.44,0.2,2017.76,1064.65,953.11,Online
ORD0285,2025-08-04,South,Electronics,Keyboard,6,96.92,0.1,523.37,305.56,217.81,Partner
ORD0286,2025-08-05,East,Office Supplies,Stapler,2,533.04,0.2,852.86,663.61,189.25,Online
ORD0287,2025-08-06,North,Electronics,Monitor,5,130.41,0.15,554.24,283.85,270.39,Retail
ORD0288,2025-08-07,North,Accessories,Webcam,10,494.95,0.0,4949.5,3484.36,1465.14,Partner
ORD0289,2025-08-07,North,Accessories,Webcam,4,717.61,0.2,2296.35,1948.23,348.12,Online
ORD0290,2025-08-08,West,Electronics,Headphones,9,701.61,0.2,5051.59,4038.71,1012.88,Online
ORD0291,2025-08-09,North,Electronics,Keyboard,6,800.21,0.0,4801.26,3276.89,1524.37,Retail
ORD0292,2025-08-10,East,Electronics,Monitor,2,127.88,0.1,230.18,120.22,109.96,Partner
ORD0293,2025-08-10,North,Electronics,Headphones,1,787.77,0.0,787.77,623.11,164.66,Retail
ORD0294,2025-08-11,South,Accessories,Webcam,5,384.9,0.2,1539.6,1092.57,447.03,Online
ORD0295,2025-08-12,South,Furniture,Desk,9,487.87,0.1,3951.75,2134.84,1816.91,Online
ORD0296,2025-08-13,West,Electronics,Monitor,6,1031.71,0.1,5571.23,2968.63,2602.6,Partner
ORD0297,2025-08-13,South,Electronics,Monitor,10,25.7,0.0,257.0,210.32,46.68,Online
ORD0298,2025-08-14,East,Accessories,USB Hub,7,712.27,0.2,3988.71,2928.59,1060.12,Partner
ORD0299,2025-08-15,North,Accessories,Laptop Stand,5,724.48,0.15,3079.04,2433.21,645.83,Retail
ORD0300,2025-08-16,West,Office Supplies,Pen Set,10,485.04,0.2,3880.32,3133.91,746.41,Partner
ORD0301,2025-08-16,North,Electronics,Keyboard,6,295.88,0.05,1686.52,1180.77,505.75,Partner
ORD0302,2025-08-17,North,Office Supplies,Pen Set,5,293.09,0.15,1245.63,848.41,397.22,Online
ORD0303,2025-08-18,East,Accessories,USB Hub,9,1062.2,0.1,8603.82,5598.07,3005.75,Online
ORD0304,2025-08-19,South,Accessories,USB Hub,6,538.8,0.15,2747.88,1678.77,1069.11,Partner
ORD0305,2025-08-20,South,Furniture,Chair,8,407.1,0.1,2931.12,1911.41,1019.71,Online
ORD0306,2025-08-20,North,Electronics,Keyboard,2,546.8,0.1,984.24,758.71,225.53,Online
ORD0307,2025-08-21,West,Office Supplies,Pen Set,9,808.23,0.15,6182.96,4394.06,1788.9,Online
ORD0308,2025-08-22,South,Accessories,Laptop Stand,5,187.72,0.1,844.74,686.25,158.49,Partner
ORD0309,2025-08-23,West,Accessories,Mouse,7,547.58,0.1,3449.75,2260.22,1189.53,Online
ORD0310,2025-08-23,South,Office Supplies,Printer Paper,10,711.64,0.05,6760.58,4816.79,1943.79,Partner
ORD0311,2025-08-24,West,Furniture,Chair,1,1139.07,0.2,911.26,656.98,254.28,Online
ORD0312,2025-08-25,East,Accessories,Webcam,10,314.25,0.2,2514.0,1777.63,736.37,Retail
ORD0313,2025-08-26,West,Electronics,Keyboard,5,440.71,0.05,2093.37,1561.49,531.88,Online
ORD0314,2025-08-26,East,Accessories,USB Hub,10,464.54,0.15,3948.59,2302.43,1646.16,Online
ORD0315,2025-08-27,East,Electronics,Keyboard,2,732.56,0.0,1465.12,995.3,469.82,Partner
ORD0316,2025-08-28,West,Office Supplies,Stapler,6,437.73,0.0,2626.38,1409.0,1217.38,Partner
ORD0317,2025-08-29,East,Electronics,Laptop,1,647.21,0.0,647.21,410.71,236.5,Online
ORD0318,2025-08-29,North,Office Supplies,Pen Set,3,941.42,0.05,2683.05,1799.48,883.57,Retail
ORD0319,2025-08-30,East,Electronics,Laptop,5,850.88,0.05,4041.68,2943.47,1098.21,Online
ORD0320,2025-08-31,South,Office Supplies,Stapler,4,543.95,0.1,1958.22,1630.58,327.64,Online
ORD0321,2025-09-01,West,Electronics,Monitor,3,1039.1,0.0,3117.3,2213.99,903.31,Retail
ORD0322,2025-09-01,North,Furniture,Bookshelf,10,676.4,0.15,5749.4,4371.03,1378.37,Partner
ORD0323,2025-09-02,West,Electronics,Laptop,5,654.79,0.15,2782.86,1884.53,898.33,Online
ORD0324,2025-09-03,South,Electronics,Laptop,8,55.51,0.0,444.08,320.6,123.48,Partner
ORD0325,2025-09-04,South,Furniture,Bookshelf,4,1184.23,0.0,4736.92,2486.06,2250.86,Partner
ORD0326,2025-09-04,South,Accessories,Webcam,1,160.72,0.0,160.72,94.67,66.05,Retail
ORD0327,2025-09-05,East,Accessories,Webcam,7,288.89,0.05,1921.12,1203.87,717.25,Retail
ORD0328,2025-09-06,East,Electronics,Monitor,8,76.26,0.05,579.58,385.64,193.94,Partner
ORD0329,2025-09-07,West,Furniture,Cabinet,3,773.4,0.05,2204.19,1137.31,1066.88,Online
ORD0330,2025-09-08,West,Electronics,Laptop,6,281.27,0.2,1350.1,741.22,608.88,Partner
ORD0331,2025-09-08,North,Office Supplies,Notebook,2,228.31,0.15,388.13,231.67,156.46,Online
ORD0332,2025-09-09,North,Office Supplies,Notebook,7,119.94,0.15,713.64,599.48,114.16,Online
ORD0333,2025-09-10,West,Electronics,Headphones,8,137.42,0.1,989.42,609.45,379.97,Retail
ORD0334,2025-09-11,East,Accessories,Mouse,6,707.83,0.05,4034.63,2698.02,1336.61,Online
ORD0335,2025-09-11,South,Accessories,Laptop Stand,6,830.53,0.2,3986.54,2266.88,1719.66,Online
ORD0336,2025-09-12,West,Electronics,Monitor,5,485.89,0.2,1943.56,1387.26,556.3,Partner
ORD0337,2025-09-13,North,Electronics,Keyboard,8,583.68,0.15,3969.02,2374.42,1594.6,Retail
ORD0338,2025-09-14,East,Office Supplies,Notebook,1,827.87,0.05,786.48,450.22,336.26,Online
ORD0339,2025-09-14,West,Accessories,Mouse,10,35.6,0.1,320.4,218.13,102.27,Online
ORD0340,2025-09-15,West,Electronics,Monitor,4,397.91,0.05,1512.06,758.94,753.12,Retail
ORD0341,2025-09-16,East,Office Supplies,Pen Set,4,1168.12,0.0,4672.48,2348.77,2323.71,Partner
ORD0342,2025-09-17,West,Accessories,Laptop Stand,3,702.43,0.05,2001.93,1154.46,847.47,Retail
ORD0343,2025-09-17,East,Furniture,Bookshelf,3,316.26,0.0,948.78,486.58,462.2,Retail
ORD0344,2025-09-18,South,Office Supplies,Printer Paper,4,633.25,0.0,2533.0,1362.27,1170.73,Online
ORD0345,2025-09-19,East,Accessories,Webcam,1,421.04,0.1,378.94,234.41,144.53,Online
ORD0346,2025-09-20,East,Accessories,USB Hub,2,645.71,0.15,1097.71,857.21,240.5,Partner
ORD0347,2025-09-20,East,Office Supplies,Stapler,9,164.0,0.05,1402.2,981.84,420.36,Online
ORD0348,2025-09-21,West,Furniture,Cabinet,10,172.27,0.0,1722.7,1170.46,552.24,Online
ORD0349,2025-09-22,West,Office Supplies,Notebook,2,185.1,0.05,351.69,211.97,139.72,Retail
ORD0350,2025-09-23,East,Accessories,Laptop Stand,5,1128.69,0.15,4796.93,3962.81,834.12,Online
ORD0351,2025-09-23,West,Electronics,Keyboard,9,883.49,0.15,6758.7,4318.51,2440.19,Partner
ORD0352,2025-09-24,North,Electronics,Monitor,9,207.42,0.2,1493.42,792.23,701.19,Retail
ORD0353,2025-09-25,North,Office Supplies,Notebook,8,238.19,0.15,1619.69,1159.65,460.04,Partner
ORD0354,2025-09-26,West,Accessories,Mouse,1,881.03,0.1,792.93,428.06,364.87,Retail
ORD0355,2025-09-27,West,Electronics,Monitor,1,200.05,0.0,200.05,124.2,75.85,Online
ORD0356,2025-09-27,East,Accessories,Laptop Stand,9,292.96,0.2,2109.31,1429.26,680.05,Retail
ORD0357,2025-09-28,South,Office Supplies,Printer Paper,8,1156.57,0.1,8327.3,6711.62,1615.68,Retail
ORD0358,2025-09-29,West,Electronics,Headphones,10,317.54,0.05,3016.63,2029.41,987.22,Online
ORD0359,2025-09-30,North,Accessories,Webcam,9,799.03,0.0,7191.27,5363.18,1828.09,Online
ORD0360,2025-09-30,East,Electronics,Keyboard,7,1174.68,0.15,6989.35,5923.38,1065.97,Partner
ORD0361,2025-10-01,West,Office Supplies,Stapler,3,458.54,0.0,1375.62,751.12,624.5,Partner
ORD0362,2025-10-02,North,Accessories,USB Hub,3,35.76,0.05,101.92,60.76,41.16,Online
ORD0363,2025-10-03,North,Electronics,Laptop,2,304.31,0.2,486.9,310.69,176.21,Online
ORD0364,2025-10-03,South,Office Supplies,Printer Paper,5,999.59,0.2,3998.36,2589.5,1408.86,Online
ORD0365,2025-10-04,East,Electronics,Laptop,3,1039.56,0.2,2494.94,1606.39,888.55,Retail
ORD0366,2025-10-05,East,Electronics,Laptop,6,925.7,0.15,4721.07,3860.25,860.82,Retail
ORD0367,2025-10-06,South,Furniture,Desk,2,149.04,0.1,268.27,201.18,67.09,Retail
ORD0368,2025-10-06,South,Furniture,Desk,3,957.68,0.1,2585.74,1843.03,742.71,Online
ORD0369,2025-10-07,East,Office Supplies,Printer Paper,5,1103.63,0.0,5518.15,3356.58,2161.57,Partner
ORD0370,2025-10-08,East,Furniture,Desk,1,726.72,0.15,617.71,486.96,130.75,Online
ORD0371,2025-10-09,West,Office Supplies,Printer Paper,1,1129.94,0.2,903.95,754.14,149.81,Retail
ORD0372,2025-10-09,West,Furniture,Chair,10,994.8,0.2,7958.4,6266.6,1691.8,Retail
ORD0373,2025-10-10,South,Electronics,Keyboard,9,805.36,0.05,6885.83,3446.69,3439.14,Online
ORD0374,2025-10-11,West,Office Supplies,Stapler,7,698.96,0.05,4648.08,3359.36,1288.72,Online
ORD0375,2025-10-12,North,Office Supplies,Stapler,1,428.06,0.2,342.45,177.35,165.1,Retail
ORD0376,2025-10-12,West,Electronics,Monitor,8,203.76,0.2,1304.06,769.61,534.45,Retail
ORD0377,2025-10-13,West,Office Supplies,Pen Set,3,731.87,0.15,1866.27,972.02,894.25,Retail
ORD0378,2025-10-14,North,Office Supplies,Printer Paper,8,391.96,0.1,2822.11,2007.45,814.66,Online
ORD0379,2025-10-15,South,Furniture,Chair,5,1041.73,0.05,4948.22,3663.2,1285.02,Retail
ORD0380,2025-10-16,North,Office Supplies,Printer Paper,1,1192.1,0.1,1072.89,579.44,493.45,Retail
ORD0381,2025-10-16,West,Accessories,USB Hub,7,906.63,0.15,5394.45,3421.93,1972.52,Partner
ORD0382,2025-10-17,South,Electronics,Headphones,5,122.22,0.2,488.88,322.51,166.37,Online
ORD0383,2025-10-18,West,Furniture,Bookshelf,6,357.09,0.1,1928.29,1213.22,715.07,Partner
ORD0384,2025-10-19,North,Furniture,Desk,6,144.29,0.2,692.59,375.63,316.96,Partner
ORD0385,2025-10-19,North,Accessories,USB Hub,8,785.86,0.2,5029.5,3252.23,1777.27,Retail
ORD0386,2025-10-20,West,Electronics,Keyboard,9,921.75,0.0,8295.75,6328.93,1966.82,Online
ORD0387,2025-10-21,East,Electronics,Keyboard,2,1111.92,0.1,2001.46,1050.47,950.99,Retail
ORD0388,2025-10-22,East,Furniture,Bookshelf,9,534.23,0.1,4327.26,2285.07,2042.19,Online
ORD0389,2025-10-22,North,Office Supplies,Stapler,10,1083.13,0.2,8665.04,5408.46,3256.58,Partner
ORD0390,2025-10-23,North,Furniture,Desk,9,1055.3,0.15,8073.04,6697.43,1375.61,Online
ORD0391,2025-10-24,East,Electronics,Headphones,10,390.88,0.0,3908.8,2869.06,1039.74,Retail
ORD0392,2025-10-25,East,Accessories,Laptop Stand,10,1044.65,0.2,8357.2,6163.72,2193.48,Retail
ORD0393,2025-10-25,West,Furniture,Bookshelf,7,460.17,0.05,3060.13,1917.7,1142.43,Retail
ORD0394,2025-10-26,West,Electronics,Monitor,1,366.79,0.05,348.45,246.63,101.82,Online
ORD0395,2025-10-27,East,Furniture,Chair,7,784.15,0.0,5489.05,2763.99,2725.06,Partner
ORD0396,2025-10-28,West,Office Supplies,Stapler,10,404.13,0.15,3435.1,2482.32,952.78,Partner
ORD0397,2025-10-28,West,Furniture,Cabinet,5,761.8,0.2,3047.2,2497.64,549.56,Online
ORD0398,2025-10-29,South,Furniture,Bookshelf,6,737.65,0.1,3983.31,2845.68,1137.63,Retail
ORD0399,2025-10-30,West,Electronics,Headphones,10,682.68,0.0,6826.8,5501.0,1325.8,Partner
ORD0400,2025-10-31,North,Electronics,Keyboard,7,465.8,0.15,2771.51,2088.03,683.48,Retail
ORD0401,2025-10-31,West,Electronics,Monitor,5,664.97,0.1,2992.36,1622.44,1369.92,Online
ORD0402,2025-11-01,West,Furniture,Chair,7,721.84,0.05,4800.24,3916.32,883.92,Retail
ORD0403,2025-11-02,East,Office Supplies,Notebook,9,661.64,0.05,5657.02,2960.07,2696.95,Partner
ORD0404,2025-11-03,North,Accessories,Webcam,3,541.64,0.1,1462.43,1004.53,457.9,Partner
ORD0405,2025-11-04,West,Accessories,Laptop Stand,8,32.38,0.0,259.04,142.41,116.63,Retail
ORD0406,2025-11-04,West,Electronics,Monitor,2,710.67,0.05,1350.27,680.67,669.6,Online
ORD0407,2025-11-05,South,Electronics,Keyboard,7,214.61,0.2,1201.82,778.43,423.39,Retail
ORD0408,2025-11-06,West,Furniture,Chair,2,776.45,0.1,1397.61,843.13,554.48,Online
ORD0409,2025-11-07,West,Accessories,Mouse,4,914.82,0.1,3293.35,2206.87,1086.48,Retail
ORD0410,2025-11-07,South,Electronics,Monitor,7,608.03,0.05,4043.4,2838.55,1204.85,Partner
ORD0411,2025-11-08,East,Office Supplies,Pen Set,3,657.7,0.0,1973.1,1016.76,956.34,Online
ORD0412,2025-11-09,West,Office Supplies,Pen Set,2,1142.5,0.2,1828.0,992.7,835.3,Online
ORD0413,2025-11-10,South,Electronics,Headphones,10,1018.89,0.0,10188.9,7086.63,3102.27,Online
ORD0414,2025-11-10,North,Electronics,Monitor,7,1098.37,0.15,6535.3,4052.6,2482.7,Partner
ORD0415,2025-11-11,East,Accessories,USB Hub,1,979.31,0.15,832.41,628.64,203.77,Retail
ORD0416,2025-11-12,North,Accessories,Mouse,8,144.07,0.05,1094.93,797.44,297.49,Partner
ORD0417,2025-11-13,North,Furniture,Cabinet,3,191.56,0.05,545.95,434.56,111.39,Online
ORD0418,2025-11-13,South,Accessories,Mouse,2,639.05,0.05,1214.2,901.39,312.81,Retail
ORD0419,2025-11-14,West,Office Supplies,Printer Paper,3,306.59,0.15,781.8,508.54,273.26,Partner
ORD0420,2025-11-15,South,Office Supplies,Printer Paper,5,579.88,0.0,2899.4,2132.62,766.78,Online
ORD0421,2025-11-16,South,Electronics,Monitor,8,482.32,0.0,3858.56,2301.18,1557.38,Online
ORD0422,2025-11-16,South,Accessories,Laptop Stand,10,666.06,0.05,6327.57,3842.16,2485.41,Partner
ORD0423,2025-11-17,South,Furniture,Bookshelf,7,900.05,0.2,5040.28,3911.99,1128.29,Partner
ORD0424,2025-11-18,East,Office Supplies,Stapler,7,862.86,0.0,6040.02,3963.74,2076.28,Partner
ORD0425,2025-11-19,West,Office Supplies,Notebook,7,632.66,0.15,3764.33,2934.04,830.29,Online
ORD0426,2025-11-19,North,Furniture,Cabinet,8,989.54,0.1,7124.69,5613.17,1511.52,Partner
ORD0427,2025-11-20,North,Furniture,Desk,1,525.57,0.1,473.01,378.48,94.53,Online
ORD0428,2025-11-21,West,Office Supplies,Stapler,4,1077.61,0.1,3879.4,3184.3,695.1,Partner
ORD0429,2025-11-22,North,Office Supplies,Pen Set,6,99.47,0.2,477.46,310.75,166.71,Online
ORD0430,2025-11-23,West,Furniture,Desk,9,1146.27,0.05,9800.61,5994.09,3806.52,Online
ORD0431,2025-11-23,North,Office Supplies,Printer Paper,2,790.81,0.15,1344.38,946.13,398.25,Retail
ORD0432,2025-11-24,South,Electronics,Monitor,1,465.39,0.2,372.31,234.52,137.79,Partner
ORD0433,2025-11-25,North,Electronics,Headphones,10,248.63,0.15,2113.36,1501.28,612.08,Partner
ORD0434,2025-11-26,West,Furniture,Chair,2,582.83,0.15,990.81,740.09,250.72,Online
ORD0435,2025-11-26,West,Accessories,Mouse,7,245.55,0.05,1632.91,1209.89,423.02,Online
ORD0436,2025-11-27,West,Furniture,Chair,3,212.1,0.1,572.67,361.41,211.26,Online
ORD0437,2025-11-28,West,Furniture,Bookshelf,10,746.56,0.05,7092.32,3960.36,3131.96,Retail
ORD0438,2025-11-29,West,Accessories,USB Hub,2,634.86,0.2,1015.78,660.95,354.83,Retail
ORD0439,2025-11-29,East,Accessories,Laptop Stand,7,809.06,0.2,4530.74,2491.49,2039.25,Online
ORD0440,2025-11-30,East,Accessories,Mouse,2,1116.58,0.2,1786.53,1449.83,336.7,Partner
ORD0441,2025-12-01,North,Electronics,Keyboard,3,645.73,0.05,1840.33,1142.95,697.38,Partner
ORD0442,2025-12-02,West,Office Supplies,Pen Set,7,703.4,0.15,4185.23,2318.87,1866.36,Retail
ORD0443,2025-12-02,North,Electronics,Laptop,4,121.21,0.15,412.11,209.73,202.38,Retail
ORD0444,2025-12-03,West,Office Supplies,Printer Paper,1,865.4,0.0,865.4,628.31,237.09,Online
ORD0445,2025-12-04,West,Electronics,Monitor,5,488.89,0.2,1955.56,1413.71,541.85,Partner
ORD0446,2025-12-05,East,Office Supplies,Stapler,9,1172.42,0.15,8969.01,5553.71,3415.3,Online
ORD0447,2025-12-05,East,Electronics,Monitor,8,990.46,0.0,7923.68,4160.72,3762.96,Retail
ORD0448,2025-12-06,South,Accessories,Mouse,9,634.14,0.15,4851.17,3121.1,1730.07,Partner
ORD0449,2025-12-07,East,Furniture,Bookshelf,10,161.02,0.2,1288.16,784.39,503.77,Partner
ORD0450,2025-12-08,South,Electronics,Monitor,9,1033.41,0.1,8370.62,6169.08,2201.54,Retail
ORD0451,2025-12-08,South,Office Supplies,Stapler,7,962.74,0.2,5391.34,3838.76,1552.58,Online
ORD0452,2025-12-09,South,Accessories,Webcam,4,233.73,0.05,888.17,557.42,330.75,Online
ORD0453,2025-12-10,South,Electronics,Laptop,5,364.9,0.15,1550.82,893.68,657.14,Partner
ORD0454,2025-12-11,South,Electronics,Headphones,1,955.19,0.15,811.91,686.72,125.19,Retail
ORD0455,2025-12-12,North,Accessories,Webcam,1,234.5,0.05,222.77,146.78,75.99,Partner
ORD0456,2025-12-12,East,Electronics,Headphones,3,1102.54,0.05,3142.24,2328.07,814.17,Retail
ORD0457,2025-12-13,South,Furniture,Desk,8,518.06,0.1,3730.03,2048.51,1681.52,Online
ORD0458,2025-12-14,West,Electronics,Keyboard,2,118.14,0.15,200.84,134.55,66.29,Retail
ORD0459,2025-12-15,East,Furniture,Desk,4,981.66,0.15,3337.64,1700.99,1636.65,Online
ORD0460,2025-12-15,East,Furniture,Desk,2,457.61,0.1,823.7,557.57,266.13,Retail
ORD0461,2025-12-16,South,Accessories,Mouse,5,638.9,0.0,3194.5,2675.09,519.41,Partner
ORD0462,2025-12-17,North,Electronics,Laptop,9,148.08,0.1,1199.45,761.02,438.43,Online
ORD0463,2025-12-18,South,Accessories,USB Hub,1,18.06,0.2,14.45,7.42,7.03,Partner
ORD0464,2025-12-18,North,Electronics,Keyboard,5,771.01,0.15,3276.79,1673.9,1602.89,Partner
ORD0465,2025-12-19,West,Electronics,Headphones,9,625.48,0.05,5347.85,3400.14,1947.71,Online
ORD0466,2025-12-20,East,Office Supplies,Printer Paper,1,718.34,0.2,574.67,319.52,255.15,Online
ORD0467,2025-12-21,West,Electronics,Keyboard,9,955.59,0.15,7310.26,3714.88,3595.38,Partner
ORD0468,2025-12-21,North,Accessories,USB Hub,8,781.23,0.1,5624.86,4301.19,1323.67,Partner
ORD0469,2025-12-22,North,Furniture,Chair,4,222.11,0.2,710.75,469.44,241.31,Partner
ORD0470,2025-12-23,West,Electronics,Keyboard,10,442.52,0.15,3761.42,2261.5,1499.92,Partner
ORD0471,2025-12-24,North,Office Supplies,Notebook,5,1088.48,0.0,5442.4,4435.71,1006.69,Online
ORD0472,2025-12-24,West,Accessories,Mouse,5,927.38,0.0,4636.9,2506.93,2129.97,Online
ORD0473,2025-12-25,East,Electronics,Monitor,6,674.61,0.05,3845.28,3209.16,636.12,Partner
ORD0474,2025-12-26,West,Accessories,Laptop Stand,7,317.94,0.15,1891.74,1153.75,737.99,Retail
ORD0475,2025-12-27,East,Office Supplies,Stapler,8,372.94,0.0,2983.52,2419.46,564.06,Retail
ORD0476,2025-12-27,West,Office Supplies,Printer Paper,8,882.37,0.1,6353.06,4517.22,1835.84,Online
ORD0477,2025-12-28,North,Accessories,Webcam,2,1023.64,0.15,1740.19,1373.61,366.58,Partner
ORD0478,2025-12-29,West,Electronics,Laptop,9,810.64,0.1,6566.18,5544.51,1021.67,Partner
ORD0479,2025-12-30,North,Furniture,Cabinet,7,974.29,0.1,6138.03,3688.6,2449.43,Online
ORD0480,2025-12-31,West,Office Supplies,Pen Set,4,923.49,0.0,3693.96,3089.62,604.34,Retail
