Customer_ID,Signup_Date,Age,Gender,City,Customer_Segment,Orders,Avg_Order_Value,Last_Purchase_Date,Satisfaction_Score,Referral,Lifetime_Value
CUST0265,2024-06-01,28,Male,Hyderabad,Regular,3,2323.76,2025-09-18,3.1,No,6971.28
CUST0266,2025-09-26,38,Female,Delhi,Regular,3,3260.54,2025-12-20,2.2,No,9781.62
CUST0267,2024-04-11,61,Male,Chennai,New,3,2387.75,2025-08-04,3.8,No,7163.25
CUST0268,2024-07-09,22,Male,Chennai,Premium,7,1854.63,2025-09-05,4.5,No,12982.41
CUST0269,2025-12-29,40,Male,Hyderabad,New,12,2093.47,2027-04-09,2.2,No,25121.64
CUST0270,2025-07-16,58,Female,Bengaluru,New,6,1400.89,2026-05-06,1.8,No,8405.34
CUST0271,2024-03-21,42,Male,Chennai,Regular,6,4641.35,2024-11-24,1.5,No,27848.1
CUST0272,2025-05-03,58,Male,Bengaluru,Regular,5,2728.28,2027-01-01,3.5,No,13641.4
CUST0273,2024-03-28,27,Female,Bengaluru,Regular,2,313.69,2025-10-16,2.8,No,627.38
CUST0274,2024-07-12,39,Female,Kolkata,New,7,342.37,2025-07-28,1.8,No,2396.59
CUST0275,2024-04-13,36,Male,Bengaluru,New,7,4871.57,2025-08-30,3.6,No,34100.99
CUST0276,2024-04-05,18,Female,Mumbai,New,2,1301.89,2025-12-29,1.6,No,2603.78
CUST0277,2025-02-26,24,Female,Kolkata,New,6,4076.64,2025-04-21,3.2,Yes,24459.84
CUST0278,2024-07-16,21,Female,Delhi,Regular,8,526.81,2025-08-30,3.1,No,4214.48
CUST0279,2024-01-01,18,Female,Delhi,Regular,6,4625.52,2024-09-13,3.9,No,27753.12
CUST0280,2025-02-10,32,Male,Chennai,Premium,15,4403.48,2026-10-28,1.2,No,66052.2
CUST0281,2025-01-12,57,Female,Chennai,Regular,4,2962.69,2026-09-10,4.6,No,11850.76
CUST0282,2024-06-15,29,Male,Bengaluru,New,9,292.74,2025-09-17,3.8,No,2634.66
CUST0283,2025-05-23,39,Male,Kolkata,Regular,5,1474.6,2026-09-29,1.9,No,7373.0
CUST0284,2025-09-29,39,Male,Kolkata,New,3,2182.41,2027-06-20,1.7,No,6547.23
CUST0285,2024-11-08,64,Male,Mumbai,New,4,2435.3,2024-12-05,2.7,No,9741.2
CUST0286,2025-08-15,34,Male,Bengaluru,Regular,9,1663.97,2027-04-22,4.3,No,14975.73
CUST0287,2025-02-21,46,Female,Mumbai,New,6,406.5,2025-12-16,4.4,No,2439.0
CUST0288,2025-11-11,63,Male,Bengaluru,New,9,3053.11,2027-01-08,3.1,No,27477.99
CUST0289,2025-04-21,31,Male,Pune,Premium,4,2739.73,2027-01-28,4.4,No,10958.92
CUST0290,2024-03-13,37,Male,Pune,Regular,11,1594.25,2024-11-12,1.0,No,17536.75
CUST0291,2024-05-20,65,Male,Hyderabad,Regular,5,430.39,2025-07-19,1.1,No,2151.95
CUST0292,2025-08-04,50,Female,Bengaluru,New,8,4974.32,2026-12-25,4.6,No,39794.56
CUST0293,2024-09-18,60,Female,Kolkata,New,9,2539.43,2026-06-23,4.1,Yes,22854.87
CUST0294,2024-12-05,32,Male,Chennai,Premium,10,3841.02,2025-04-08,2.8,No,38410.2
CUST0295,2024-11-03,29,Female,Delhi,New,9,2398.49,2025-07-04,4.0,No,21586.41
CUST0296,2024-09-01,57,Male,Hyderabad,Regular,10,455.06,2026-03-04,4.8,No,4550.6
CUST0297,2025-05-29,37,Female,Chennai,New,9,1720.6,2025-06-18,4.1,Yes,15485.4
CUST0298,2024-12-02,47,Female,Pune,Regular,6,1770.52,2025-07-05,4.4,Yes,10623.12
CUST0299,2025-07-28,55,Female,Bengaluru,New,9,4232.18,2026-04-10,4.0,No,38089.62
CUST0300,2025-07-14,20,Female,Hyderabad,Regular,7,3357.59,2027-02-02,1.7,No,23503.13
CUST0301,2024-03-16,45,Male,Bengaluru,Regular,5,1558.29,2024-07-30,4.3,Yes,7791.45
CUST0302,2024-06-23,43,Female,Pune,Regular,10,4846.76,2024-11-26,1.8,Yes,48467.6
CUST0303,2024-04-18,47,Other,Hyderabad,New,7,1777.32,2024-08-23,4.6,No,12441.24
CUST0304,2024-07-01,30,Male,Pune,Regular,3,4991.61,2025-07-27,2.8,No,14974.83
CUST0305,2024-07-10,30,Female,Mumbai,Regular,9,4981.78,2025-09-04,3.7,No,44836.02
CUST0306,2024-03-05,19,Male,Pune,Regular,9,1158.25,2025-10-19,3.0,No,10424.25
CUST0307,2025-04-18,54,Male,Kolkata,Regular,13,1735.52,2026-04-25,1.4,No,22561.76
CUST0308,2024-04-09,55,Male,Kolkata,New,6,2558.71,2025-09-09,2.2,No,15352.26
CUST0309,2025-06-27,19,Female,Bengaluru,New,7,3404.48,2025-11-20,4.9,Yes,23831.36
CUST0310,2024-05-07,53,Male,Delhi,Regular,8,2758.23,2024-11-07,4.8,No,22065.84
CUST0311,2025-03-27,43,Male,Pune,New,7,4854.85,2026-01-19,2.3,No,33983.95
CUST0312,2025-01-03,28,Female,Chennai,Regular,8,3688.95,2026-05-08,5.0,Yes,29511.6
CUST0313,2024-02-12,25,Female,Kolkata,Regular,10,1257.21,2024-03-11,4.4,No,12572.1
CUST0314,2025-02-22,61,Male,Delhi,Premium,7,749.21,2025-09-14,3.4,No,5244.47
CUST0315,2025-05-02,57,Female,Mumbai,Premium,13,3519.91,2026-04-06,1.2,No,45758.83
CUST0316,2024-03-18,60,Male,Hyderabad,Premium,4,1002.65,2024-09-18,4.6,No,4010.6
CUST0317,2024-09-26,39,Female,Hyderabad,New,3,3991.46,2025-12-28,3.2,No,11974.38
CUST0318,2025-11-04,37,Male,Kolkata,New,9,1727.42,2026-11-02,4.5,No,15546.78
CUST0319,2025-12-01,25,Male,Delhi,Regular,10,1802.74,2027-04-23,4.3,No,18027.4
CUST0320,2025-12-28,46,Female,Kolkata,New,11,301.29,2026-05-27,4.3,No,3314.19
CUST0321,2024-11-10,57,Female,Hyderabad,New,7,3579.8,2025-02-20,3.8,Yes,25058.6
CUST0322,2024-06-16,43,Male,Pune,Regular,8,788.03,2025-02-19,2.2,No,6304.24
CUST0323,2024-12-04,47,Male,Delhi,Regular,8,3921.18,2025-07-06,2.3,No,31369.44
CUST0324,2024-07-11,34,Male,Bengaluru,Premium,7,2586.37,2026-01-31,2.2,No,18104.59
CUST0325,2025-03-28,37,Female,Pune,New,9,3975.33,2026-06-13,1.1,No,35777.97
CUST0326,2024-10-09,33,Female,Pune,New,9,3023.65,2025-06-20,3.3,No,27212.85
CUST0327,2024-12-01,63,Female,Pune,New,8,641.56,2025-10-23,3.8,No,5132.48
CUST0328,2025-01-24,60,Male,Bengaluru,Premium,7,3886.85,2025-11-24,4.4,No,27207.95
CUST0329,2025-06-08,24,Female,Mumbai,Regular,7,581.55,2027-03-19,1.6,Yes,4070.85
CUST0330,2024-08-27,33,Female,Chennai,Regular,8,2523.83,2025-06-14,3.2,No,20190.64
CUST0331,2025-04-27,62,Male,Kolkata,Premium,7,1068.66,2025-05-23,1.0,No,7480.62
CUST0332,2025-10-20,64,Male,Hyderabad,Regular,7,3823.59,2026-01-08,1.4,No,26765.13
CUST0333,2025-12-16,65,Female,Kolkata,Regular,6,4580.06,2026-09-20,1.2,Yes,27480.36
CUST0334,2025-08-14,44,Female,Delhi,New,8,2882.1,2026-07-14,3.9,No,23056.8
CUST0335,2025-07-08,40,Male,Mumbai,Regular,7,2753.95,2026-05-18,1.3,Yes,19277.65
CUST0336,2025-04-02,41,Male,Delhi,Regular,2,3878.83,2026-07-06,3.9,No,7757.66
CUST0337,2024-03-29,26,Female,Kolkata,Regular,7,274.12,2024-04-14,2.0,No,1918.84
CUST0338,2025-10-21,52,Male,Hyderabad,Premium,5,4609.35,2026-09-09,4.5,Yes,23046.75
CUST0339,2024-04-04,37,Male,Bengaluru,Premium,9,1187.88,2024-07-25,4.3,No,10690.92
CUST0340,2025-03-27,54,Female,Kolkata,Regular,6,4924.56,2025-10-15,4.8,No,29547.36
CUST0341,2025-03-03,59,Female,Pune,Regular,2,3747.21,2026-10-07,4.5,No,7494.42
CUST0342,2024-05-30,34,Male,Kolkata,Regular,7,3927.69,2025-11-19,4.7,No,27493.83
CUST0343,2025-05-28,64,Male,Pune,New,12,3366.96,2025-11-24,4.4,Yes,40403.52
CUST0344,2025-01-10,48,Female,Bengaluru,New,6,2490.4,2026-07-10,3.8,No,14942.4
CUST0345,2024-01-22,25,Male,Kolkata,Regular,6,2965.23,2024-10-08,1.7,Yes,17791.38
CUST0346,2024-11-08,32,Male,Mumbai,Regular,10,470.41,2025-12-09,2.1,No,4704.1
CUST0347,2025-06-02,48,Female,Mumbai,New,4,3213.81,2026-01-04,1.9,No,12855.24
CUST0348,2024-07-24,47,Male,Delhi,Premium,7,3223.97,2026-01-25,3.4,Yes,22567.79
CUST0349,2025-01-09,63,Male,Bengaluru,New,8,4483.2,2026-10-09,3.0,No,35865.6
CUST0350,2025-03-26,37,Female,Mumbai,New,6,2651.87,2026-05-25,4.5,Yes,15911.22
